# Created by Octave 3.6.2, Fri Mar 28 10:37:13 2014 CET <matael@trillian>
# name: eigval_vect
# type: complex matrix
# rows: 10
# columns: 1
 (801.3978165006622,9.662778528660354)
 (634.0100156081749,9.529249320692784)
 (486.1431563541391,9.479348663814495)
 (357.9593319535136,9.476086571385656)
 (249.5068036051136,9.519826583497489)
 (160.8334151258711,9.638872790527252)
 (3.637011520866102,1.042887696231863)
 (17.73416325597814,7.491708514845429)
 (92.07684754868338,9.921715015810753)
 (44.02145145815381,10.444422866258)


