# Created by Octave 3.6.2, Fri Mar 28 10:40:50 2014 CET <matael@trillian>
# name: eigval_vect
# type: complex matrix
# rows: 10
# columns: 1
 (803.8892506627102,7.34854385032331)
 (636.2681496576054,7.07276330677476)
 (488.2978063866414,6.954301921412912)
 (360.0520397509005,6.886194630378022)
 (251.5541881597318,6.842053443794609)
 (162.8315723677753,6.808877759515433)
 (3.249234189478792,0.8978545634852165)
 (16.40080820237543,4.85798224115022)
 (93.95050362584888,6.762941045279758)
 (45.12418911227735,6.544096993983206)


