# Created by Octave 3.6.2, Fri Mar 28 10:29:43 2014 CET <matael@trillian>
# name: eigval_vect
# type: complex matrix
# rows: 10
# columns: 1
 (803.9330005497047,2.79947263404779)
 (636.0986763168108,2.690322062441335)
 (488.0332913313582,2.643433772672415)
 (359.7174404452339,2.614128968184269)
 (251.1469653175675,2.591165124630683)
 (162.3215134549888,2.567798744039699)
 (2.541808914323287,0.6024571600069124)
 (14.32963471259123,2.091495733017329)
 (93.24399689151927,2.533407038287556)
 (43.92375656504941,2.451224423049419)


