# Created by Octave 3.6.2, Fri Mar 28 10:43:56 2014 CET <matael@trillian>
# name: eigval_vect
# type: complex matrix
# rows: 10
# columns: 1
 (800.6913594715147,3.752030324880216)
 (632.9617952413082,3.714169278831019)
 (484.9407922525644,3.698800740889259)
 (356.6499404265002,3.691960669259153)
 (248.0946052356547,3.691136272251116)
 (159.2777157650025,3.697621843577002)
 (2.278197383367471,1.6988128872698)
 (11.63970797498111,4.053706836545008)
 (40.89232271060127,3.786018478364198)
 (90.20371725725578,3.718701248014809)


