# Created by Octave 3.6.2, Fri Mar 28 10:43:40 2014 CET <matael@trillian>
# name: eigval_vect
# type: complex matrix
# rows: 10
# columns: 1
 (803.3045988811556,5.764034284037768)
 (635.6076521438971,5.575743616534395)
 (487.6027562384742,5.495427442916117)
 (359.3290162320594,5.449360287119116)
 (250.7986755526883,5.419867212897318)
 (162.0258329535461,5.399374515260543)
 (3.007678295931524,0.9871349266667966)
 (15.11956539879789,4.413536035662698)
 (93.04498238845768,5.378496612978127)
 (43.9801027828366,5.297352934779616)


