# Created by Octave 3.6.2, Fri Apr 04 10:26:29 2014 CEST <matael@trillian>
# name: eigval_vect
# type: complex matrix
# rows: 30
# columns: 1
 (8311.11864026126,1.031609801809525)
 (7748.371627975217,0.9968272098946358)
 (7205.461532712755,0.9812059537711628)
 (6682.321297022108,0.9714738056758717)
 (6178.934981883522,0.9645360537597762)
 (5695.296399849182,0.9592014614167437)
 (5231.402522703378,0.9548893203079815)
 (4787.251645156372,0.9512726560898724)
 (4362.842708606641,0.9481475635653254)
 (3958.175004350123,0.9453760025672716)
 (3573.248025912259,0.9428572789682275)
 (3208.061387719827,0.9405121713684004)
 (2862.614775746391,0.9382730370489897)
 (2536.907914000417,0.9360767290475387)
 (2230.940538181107,0.933858551499674)
 (1944.712370801813,0.9315459833888737)
 (1678.22309273016,0.9290509067487257)
 (1431.472304933169,0.9262586419969028)
 (1204.459470717712,0.9230110368752392)
 (997.1838210319869,0.9190786458230034)
 (809.6441887064861,0.9141124144316652)
 (641.8387000108434,0.9075552313367085)
 (493.7641620936335,0.8984706307739292)
 (365.4147519371808,0.8851895289297562)
 (3.180328937983797,0.07205012994830517)
 (17.56814489448008,0.3921897637206024)
 (48.62990428797748,0.6412632051782597)
 (98.5095998751891,0.7667763303539533)
 (167.8315134578659,0.8299306104534083)
 (256.7789474326087,0.8645287729463256)


