# Created by Octave 3.6.2, Fri Apr 04 10:26:14 2014 CEST <matael@trillian>
# name: eigval_vect
# type: complex matrix
# rows: 30
# columns: 1
 (8311.139635856374,0.9161599033430613)
 (7748.39156072387,0.8852092006582022)
 (7205.480995096724,0.8713104987936899)
 (6682.340467572295,0.8626517930340242)
 (6178.953944392257,0.8564792709906106)
 (5695.315201940968,0.8517329863280229)
 (5231.42119444176,0.847896248952511)
 (4787.270206722062,0.8446781322983451)
 (4362.861173994943,0.8418972064867336)
 (3958.193383330433,0.8394306386798398)
 (3573.266325120006,0.8371888170302896)
 (3208.079611261828,0.8351012259218256)
 (2862.632925496583,0.8331076405792265)
 (2536.925989665712,0.8311518218172923)
 (2230.958537160868,0.8291761330511314)
 (1944.730287822282,0.827115948990787)
 (1678.240919190722,0.8248927302957685)
 (1431.490027839907,0.8224042522341666)
 (1204.477070979638,0.8195095346643693)
 (997.2012707173175,0.8160040532422513)
 (809.6614465206695,0.8115766977592311)
 (641.8557035940084,0.8057310003333114)
 (493.7808143619075,0.7976326353083385)
 (365.4308957410916,0.7857950839886317)
 (3.180581398645636,0.06386395479064629)
 (17.57148147767296,0.3477050864309351)
 (48.63828674552416,0.56877996630408)
 (98.52159983023738,0.6803592609845971)
 (167.8456333342627,0.7365687815284252)
 (256.794316354383,0.7673848096857258)


