# Created by Octave 3.6.2, Fri Apr 04 10:19:59 2014 CEST <matael@trillian>
# name: eigval_vect
# type: complex matrix
# rows: 30
# columns: 1
 (8310.890046767825,1.858881996860652)
 (7748.154425762631,1.797547484859081)
 (7205.249377638676,1.769966754567022)
 (6682.112274447107,1.752777749213261)
 (6178.728192450749,1.740524127126605)
 (5695.091332053546,1.731104108710358)
 (5231.198853418731,1.723492757806421)
 (4787.049157280018,1.717112939527297)
 (4362.641251380041,1.711604844623634)
 (3957.974472317311,1.706725064743056)
 (3573.048347180482,1.702296279876504)
 (3207.862517437395,1.698179271941838)
 (2862.416692894983,1.694255507711248)
 (2536.710620645102,1.690414707058082)
 (2230.744060921381,1.68654427776223)
 (1944.516764618472,1.682518391385487)
 (1678.028447897187,1.678184494188713)
 (1431.27875832032,1.673344296595981)
 (1204.267223880033,1.667724442881112)
 (996.993169391734,1.660928195080781)
 (809.4555697447383,1.652351343526711)
 (641.6527755629721,1.641027809447406)
 (493.5819647755961,1.625329404641183)
 (365.2379581062685,1.602343159186866)
 (3.177513287188479,0.1326065723821414)
 (17.5309773214023,0.7200724948370379)
 (48.53700812427142,1.17155771458082)
 (98.37728180362706,1.395116291813407)
 (167.6763453059934,1.506143419618073)
 (256.610410870028,1.566482823831751)


