# Created by Octave 3.6.2, Fri Apr 04 10:25:54 2014 CEST <matael@trillian>
# name: eigval_vect
# type: complex matrix
# rows: 30
# columns: 1
 (8311.164887575189,0.75347602616418)
 (7748.415530443081,0.7279612303603078)
 (7205.504397588095,0.7165051690384424)
 (6682.363518153771,0.7093684728173574)
 (6178.976744106728,0.7042809496540622)
 (5695.337808210318,0.7003688678259107)
 (5231.44364350946,0.697206327188007)
 (4787.292522913069,0.69455352277847)
 (4362.883374174517,0.6922609011045284)
 (3958.215479266775,0.690227202514895)
 (3573.288324800674,0.688378543060127)
 (3208.101519623103,0.68665677032709)
 (2862.654744779475,0.6850122032288316)
 (2536.947719494463,0.6833984315546558)
 (2230.980174372329,0.68176787420215)
 (1944.751826023472,0.6800671634727574)
 (1678.262347968405,0.678231426414988)
 (1431.511331471656,0.6761762152189074)
 (1204.498226375328,0.6737850622826209)
 (997.2222441051773,0.6708890125461788)
 (809.6821879875687,0.6672310932667808)
 (641.8761377900161,0.6624013107183157)
 (493.8008240273472,0.655710862405921)
 (365.4502911705338,0.6459330232532718)
 (3.180883702514913,0.05240250879959633)
 (17.57547765490831,0.2853773362258187)
 (48.64833562897455,0.467072266547475)
 (98.53599856845511,0.5589487176586008)
 (167.8625862815793,0.6052982242065533)
 (256.8127761855638,0.6307308936788569)


