# Created by Octave 3.6.2, Fri Mar 28 11:21:40 2014 CET <matael@trillian>
# name: eigval_vect
# type: complex matrix
# rows: 30
# columns: 1
 (8302.234137511401,4.12921128194575)
 (7739.687621380991,4.104978652832469)
 (7196.869023507636,4.093576281746691)
 (6673.786040551947,4.086384889602029)
 (6170.440528152332,4.081267401058748)
 (5686.833211020534,4.077378813637055)
 (5222.964444858653,4.074302217162355)
 (4778.83443004814,4.071803083103716)
 (4354.443290658981,4.069737684818765)
 (3949.791109192315,4.068012721573592)
 (3564.87794385087,4.066565374165935)
 (3199.703837991428,4.065352659812731)
 (2854.268825766395,4.064345492888326)
 (2528.572935821616,4.063525382242495)
 (2222.616194030622,4.062882801874482)
 (1936.398625872534,4.062416833374077)
 (1669.920258944529,4.062136041933556)
 (1423.181126166104,4.062060893786787)
 (1196.181270520237,4.062228513508381)
 (988.9207528639006,4.062701474259922)
 (801.3996659100834,4.063584179700394)
 (633.6181612347125,4.065054658711321)
 (485.5765058867302,4.067430219358442)
 (357.275213285059,4.071314668663007)
 (2.527522674398954,1.475990863389498)
 (12.52055402115711,4.293614295498583)
 (41.57001429043317,4.18698864672543)
 (90.8372249666896,4.116835068203922)
 (159.8997935609724,4.09035305125643)
 (248.7153867780754,4.077965853163814)


