# Created by Octave 3.6.2, Fri Mar 28 11:21:52 2014 CET <matael@trillian>
# name: eigval_vect
# type: complex matrix
# rows: 30
# columns: 1
 (8301.395241454095,3.224554290371228)
 (7738.842195672416,3.214014210209904)
 (7196.020645068893,3.209034226693955)
 (6672.93581850543,3.205890317167863)
 (6169.588990265469,3.203654040306668)
 (5685.980660419241,3.201957393493887)
 (5222.111074910048,3.200618634647781)
 (4777.980372204855,3.199535573352168)
 (4353.588637685904,3.198645736468933)
 (3948.935927592106,3.197908798539761)
 (3564.022280890019,3.19729791676208)
 (3198.847725706795,3.196795133847568)
 (2853.412283071579,3.19638885609651)
 (2527.715969228022,3.196072516434636)
 (2221.758797151526,3.195844021067106)
 (1935.54077761741,3.195705835871487)
 (1669.061920031337,3.195665750002767)
 (1422.322233178041,3.19573854819142)
 (1195.321726044802,3.195949121756874)
 (988.0604089427186,3.196338113658089)
 (800.5382953396081,3.19697239174406)
 (632.7554053119536,3.197965414773225)
 (484.7117728705415,3.199519546954772)
 (356.4074635249804,3.202021954880084)
 (1.971768868273462,1.745706244581164)
 (11.17984777553179,3.527660642945397)
 (40.59986764271,3.282777954067164)
 (89.93392901185436,3.231817638666559)
 (159.0176438065691,3.214285377452677)
 (247.8426231104448,3.206288233383738)


