# Created by Octave 3.6.2, Fri Mar 28 11:21:19 2014 CET <matael@trillian>
# name: eigval_vect
# type: complex matrix
# rows: 30
# columns: 1
 (8309.486936065718,3.980196071897759)
 (7746.813989453459,3.866477958329698)
 (7203.936920790028,3.81494799990937)
 (6680.81722016143,3.782765135315919)
 (6177.445545877342,3.75982279061374)
 (5693.818239757819,3.74221100687144)
 (5229.933504224995,3.728019116548013)
 (4785.790326881212,3.716170947814434)
 (4361.388082186842,3.705996826357195)
 (3956.726356195957,3.697045891739328)
 (3571.804859535785,3.688992589004578)
 (3206.62338000801,3.681584873094041)
 (2861.181754651453,3.674612321647124)
 (2535.479851928707,3.667883845669659)
 (2229.517559233895,3.661209321628254)
 (1943.294772900147,3.654381211658281)
 (1676.81138864854,3.647152406907824)
 (1430.067290403306,3.639205350580739)
 (1203.062334551956,3.630104433305072)
 (995.7963244690411,3.61921705560714)
 (808.2689647548959,3.605574571147225)
 (640.4797714807028,3.587612455894151)
 (492.4278798827277,3.562652677517661)
 (364.1115886021244,3.525793356291095)
 (3.157043805492361,0.3268456577160597)
 (17.26353496485354,1.742892436436552)
 (47.89436732629915,2.736328866530828)
 (97.49454353166938,3.169352157418825)
 (166.664871341671,3.36591686386797)
 (255.5271373585678,3.467309664747475)


