# Created by Octave 3.6.2, Fri Mar 28 11:21:32 2014 CET <matael@trillian>
# name: eigval_vect
# type: complex matrix
# rows: 30
# columns: 1
 (8303.614583577091,4.993192882943781)
 (7741.069338782481,4.942457788838575)
 (7198.251114940571,4.918749050404602)
 (6675.168332412681,4.903821327960436)
 (6171.822968606961,4.893192201056562)
 (5688.215786602423,4.88509648472068)
 (5224.347158979868,4.87866471163733)
 (4780.21729585698,4.8734074756695)
 (4355.826328551944,4.869023742575894)
 (3951.17434627304,4.865316402719784)
 (3566.261414457609,4.862150458426443)
 (3201.0875850337,4.859430502118709)
 (2855.652902888718,4.857087831376972)
 (2529.957410600765,4.855072797012107)
 (2224.001152613427,4.853350236695722)
 (1937.784179747406,4.851896923652186)
 (1671.306555008251,4.850700545823476)
 (1424.568362069078,4.849760129143982)
 (1197.569718790546,4.849088205601448)
 (990.3108002572371,4.848715574122526)
 (802.7918804846661,4.848700487762034)
 (635.0134129249266,4.849146101481788)
 (486.9761978570466,4.85023431924902)
 (358.681763761657,4.852293465047802)
 (2.866616383321648,1.103800791634297)
 (14.30832126253117,4.366305863185572)
 (43.17761344409369,4.870536663301371)
 (92.32170114011743,4.87249455774974)
 (161.3388146600974,4.862270476755577)
 (250.1333447015804,4.855933893223424)


