# Created by Octave 3.6.2, Thu Apr 24 12:34:41 2014 CEST <matael@trillian>
# name: eigval_vect
# type: complex matrix
# rows: 30
# columns: 1
 (8311.216956267293,0.2129389768167048)
 (7748.465008664269,0.2056932771063626)
 (7205.552729179461,0.2024408982990807)
 (6682.411138291888,0.200414947608532)
 (6179.023857073194,0.1989707151311076)
 (5695.384530129876,0.1978601098743129)
 (5231.49004770122,0.1969622093319947)
 (4787.338658606544,0.1962089284577382)
 (4362.929275523615,0.1955578036882651)
 (3958.261170127684,0.1949800792128499)
 (3573.333821395546,0.1944547672564711)
 (3208.146832017783,0.1939653412757474)
 (2862.699877607444,0.193497673440254)
 (2536.992672121316,0.1930385563109094)
 (2231.024940558759,0.1925744390453993)
 (1944.79639304209,0.1920901129364368)
 (1678.30669502194,0.1915670818823113)
 (1431.555427111324,0.1909812624626251)
 (1204.542024375996,0.1902994373095654)
 (997.2656768234792,0.1894734238815668)
 (809.7251554179451,0.188429956776477)
 (641.9184889296457,0.1870521895386104)
 (493.842323845637,0.1851439312777404)
 (365.4905593571114,0.1823560689343362)
 (3.181722427531316,0.01473590451500537)
 (17.5845064018727,0.08030290670870389)
 (48.66980096084738,0.1315840226623528)
 (98.56623835556677,0.1576154167754002)
 (167.8979557048185,0.1707852002158821)
 (256.8511682777545,0.1780243612671761)


