# Created by Octave 3.6.2, Thu Apr 24 12:36:34 2014 CEST <matael@trillian>
# name: eigval_vect
# type: complex matrix
# rows: 30
# columns: 1
 (8311.208613569632,1.088294676582721)
 (7748.458744343559,1.051292382488171)
 (7205.547362059011,1.034680138913937)
 (6682.406323862398,1.024331620762125)
 (6179.019436636155,1.016954473372788)
 (5695.380414954481,1.011281635946212)
 (5231.486182799054,1.006695496587604)
 (4787.335007961053,1.002848306090244)
 (4362.925815063748,0.9995231846427803)
 (3958.257884067465,0.9965732755246727)
 (3573.330700256512,0.9938914094479553)
 (3208.143871608139,0.9913932167734198)
 (2862.697078628883,0.9890065958396672)
 (2536.990040268029,0.986664166413677)
 (2231.022487088362,0.9842968206366877)
 (1944.794135891507,0.9818270175916093)
 (1678.304660646172,0.9791604718496677)
 (1431.553653372764,0.9761744219907093)
 (1204.540565056449,0.9726995359151774)
 (997.2646087586854,0.9684901497836178)
 (809.7245900369138,0.9631726053192998)
 (641.9185914587854,0.9561507359174516)
 (493.8433462759251,0.9464229903239941)
 (365.492898622806,0.9322057898522657)
 (3.187121933544588,0.07492550559988738)
 (17.60443693819485,0.4096318370715525)
 (48.68806630635647,0.6724115257867072)
 (98.5782573101084,0.8057702897607614)
 (167.9052857460234,0.873127701688277)
 (256.8554697987896,0.9101020215261095)


