# Created by Octave 3.6.2, Thu Apr 24 12:35:38 2014 CEST <matael@trillian>
# name: eigval_vect
# type: complex matrix
# rows: 30
# columns: 1
 (8311.214074160553,0.6624641801533597)
 (7748.462844613879,0.6399285815550996)
 (7205.55087508831,0.6298123882312707)
 (6682.409475138547,0.6235107638808763)
 (6179.022330031518,0.6190185393179163)
 (5695.383108546177,0.615564077733202)
 (5231.488712578881,0.6127712675544957)
 (4787.337397503249,0.6104283393205252)
 (4362.928080123834,0.6084032170078906)
 (3958.260034978097,0.6066064627847049)
 (3573.33274322185,0.6049728027057565)
 (3208.145809372031,0.6034508417495599)
 (2862.698910732131,0.6019966492154049)
 (2536.991762983566,0.6005691614590269)
 (2231.024093047468,0.5991262522610212)
 (1944.795613353289,0.597620646107808)
 (1678.305992293725,0.5959948521704634)
 (1431.554814421574,0.5941740139634976)
 (1204.541520300229,0.5920548822238348)
 (997.2653078979193,0.5894876823502593)
 (809.7249601226987,0.5862446476438262)
 (641.9185243163789,0.5819624761866693)
 (493.8426769124159,0.5760310489883596)
 (365.4913671160905,0.567364399947071)
 (3.18359365800314,0.04576250266128927)
 (17.59139588400491,0.2496619951020543)
 (48.67610638978061,0.4093455584849509)
 (98.57038691019815,0.4903970449734391)
 (167.900486165457,0.5313791644187656)
 (256.8526534575903,0.5538955598477412)


