# Created by Octave 3.6.2, Thu Apr 24 12:36:44 2014 CEST <matael@trillian>
# name: eigval_vect
# type: complex matrix
# rows: 30
# columns: 1
 (8311.207445241229,1.159261451746306)
 (7748.457867039519,1.119850630878961)
 (7205.546610394858,1.102156624944565)
 (6682.40564959636,1.091134149389205)
 (6179.018817544766,1.083276552822108)
 (5695.379838611933,1.077234283227634)
 (5231.485641504686,1.072349514787182)
 (4787.334496670959,1.068251854955876)
 (4362.925330406865,1.064710302886635)
 (3958.257423832934,1.06156844176526)
 (3573.33026311685,1.058712128155411)
 (3208.143456976203,1.056051504875233)
 (2862.696686602877,1.053509783984283)
 (2536.98967164539,1.051015209457936)
 (2231.022143445776,1.048494189086272)
 (1944.793819741289,1.045864153660242)
 (1678.304375693946,1.043024706043803)
 (1431.553404922444,1.039845128133632)
 (1204.540360642711,1.036145110940268)
 (997.2644591472696,1.031663059011566)
 (809.7245108429319,1.026001065884958)
 (641.9186058408059,1.0185242410968)
 (493.8434895627649,1.008165894330161)
 (365.4932264829039,0.9930262424053141)
 (3.187873944690049,0.07975387106557404)
 (17.60722508292214,0.436226763840781)
 (48.69062746711234,0.7162449835425304)
 (98.57994298989553,0.8583473858076904)
 (167.9063135381199,0.9301044647849908)
 (256.8560727884163,0.9694863064885231)


