# Created by Octave 3.6.2, Thu Apr 24 12:36:03 2014 CEST <matael@trillian>
# name: eigval_vect
# type: complex matrix
# rows: 30
# columns: 1
 (8311.212266227018,0.8280703165180602)
 (7748.46148708676,0.7999059763146807)
 (7205.549711992862,0.7872625526803465)
 (6682.408431816155,0.7793865677752497)
 (6179.021372090781,0.7737720266309411)
 (5695.382216758294,0.7694545414987841)
 (5231.48787502743,0.7659640448816761)
 (4787.33660638312,0.7630358646954506)
 (4362.927330218641,0.7605049316626197)
 (3958.259322866902,0.7582594678546614)
 (3573.332066850619,0.7562178975861445)
 (3208.145167832364,0.7543159934631388)
 (2862.698304176106,0.752498859793295)
 (2536.991192645162,0.7507151875421042)
 (2231.023561366287,0.7489123439976514)
 (1944.795124216361,0.7470312665034001)
 (1678.305551433973,0.7450001327768718)
 (1431.554430043908,0.7427254268882009)
 (1204.541204059246,0.7400781607212673)
 (997.2650764438898,0.7368712153603737)
 (809.724837601937,0.7328200158717202)
 (641.9185465323507,0.7274706077474496)
 (493.8428984687536,0.7200605404595529)
 (365.4918740216614,0.7092324844941489)
 (3.184764292727961,0.05713857506902574)
 (17.5957153763683,0.3119447262024848)
 (48.68006424004938,0.5116606916402514)
 (98.57299120351171,0.6130260531962803)
 (167.9020744872562,0.6642611483380433)
 (256.8535855589894,0.692402381836311)


